Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation;Webradio détectée;Indice trouvé;URL de détection
9740792T;Centre d'information et d'orientation de Saint-Louis;Information et orientation;Public;37 rue Sarda Garriga;BP 149;;97899;97414;Saint-Louis;974;28;04;;;;;;02 62 26 15 32;02 62 26 77 94;http://www.ac-reunion.fr/orientation-formation/sinformer-et-sorienter/les-centres-dinformation-et-dorientation-cio/cio-de-saint-louis.html;cio.saint-louis@ac-reunion.fr;;;;;;;;;;;;;;;;;;17974431300224;;https://www.onisep.fr/http/redirection/organisme_information/slug/INFO.852;-21.2841244272291, 55.407635616452566;SANS OBJET;La Réunion;La Réunion;La Réunion;334806.9;7645573.6;EPSG:2975;;-21.2841244272291;55.407635616452566;Parfaite;1984-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;841;CENTRE D INFORMATION ET D ORIENTATION;99;;;;;;;28004;SAINT-LOUIS;Non;;
9740698R;Centre d'information et d'orientation de Saint-Paul;Information et orientation;Public;331 rue Saint-Louis;;;97460;97415;Saint-Paul;974;28;04;;;;;;02 62 22 55 86;02 62 22 68 33;http://www.ac-reunion.fr/orientation-formation/sinformer-et-sorienter/les-centres-dinformation-et-dorientation-cio/cio-de-saint-paul.html;cio.saint-paul@ac-reunion.fr;;;;;;;;;;;;;;;;;;17974431300216;;https://www.onisep.fr/http/redirection/organisme_information/slug/INFO.704;-20.99996530200692, 55.281116657422935;SANS OBJET;La Réunion;La Réunion;La Réunion;321338.4;7676895.6;EPSG:2975;;-20.99996530200692;55.281116657422935;Parfaite;1975-10-06;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;841;CENTRE D INFORMATION ET D ORIENTATION;99;;;;;;;;;Non;;
9740735F;Collège Jean d'Esme;Collège;Public;Rue Marcel Goulette;BP 60020;;97438;97418;Sainte-Marie;974;28;04;;;0;0;0;02 62 53 53 88;02 62 53 93 70;https://etab.ac-reunion.fr/clg-jean-desme;ce.9740735f@ac-reunion.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;1;19974735300019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4975;-20.902742300465846, 55.52138537707036;SANS OBJET;La Réunion;La Réunion;La Réunion;346217.2;7687908.0;EPSG:2975;;-20.902742300465846;55.52138537707036;Rue;1977-03-18;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740921H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9741324W;Lycée général et technologique Mahatma Gandhi;Lycée;Public;ZAC Portes des Salazes;BP 507;;97440;97409;Saint-André;974;28;04;;;1;1;0;02 62 92 15 20;02 62 92 15 30;https://etab.ac-reunion.fr/lyc-mahatma-gandhi;ce.9741324w@ac-reunion.fr;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;;1;19974984700018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4583;-20.97578959411199, 55.651849944300885;SANS OBJET;La Réunion;La Réunion;La Réunion;359856.1;7679941.5;EPSG:2975;;-20.97578959411199;55.651849944300885;Numéro de rue;2003-07-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;9741324W;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-mahatma-gandhi/eco-delegues/
9741270M;Lycée polyvalent Bel Air;Lycée;Public;2 rue du lycée;BP 43;;97441;97420;Sainte-Suzanne;974;28;04;;;1;1;1;02 62 98 05 19;02 62 98 06 45;https://etab.ac-reunion.fr/lyc-bel-air;ce.9741270m@ac-reunion.fr;1;1;0;1;0;0;0;0;0;0;1;0;0;1;1;;1;19974979700015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1025;-20.905045021274226, 55.6015385366971;SANS OBJET;La Réunion;La Réunion;La Réunion;354557.0;7687727.8;EPSG:2975;;-20.905045021274226;55.6015385366971;Numéro de rue;2001-08-20;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9741270M;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Oui;Mot-clé: web radio;https://etab.ac-reunion.fr/lyc-bel-air
9740069G;Collège de l'Étang Saint-Paul;Collège;Public;1 rue Jacquot;BP 92;;97862;97415;Saint-Paul;974;28;04;;;0;0;0;02 62 45 61 00;02 62 45 62 28;https://etab.ac-reunion.fr/clg-etang-saint-paul;ce.9740069g@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;0;19974069700016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13999;-20.98162557490144, 55.28471003195644;SANS OBJET;La Réunion;La Réunion;La Réunion;321690.2;7678930.0;EPSG:2975;;-20.98162557490144;55.28471003195644;Numéro de rue;1991-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740093H;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9740004L;Lycée professionnel Roches Maigres;Lycée;Public;25 rue Leconte de Lisle;BP 75;;97899;97414;Saint-Louis;974;28;04;;;0;0;1;02 62 91 28 30;02 62 26 18 40;https://etab.ac-reunion.fr/lyc-roches-maigres;ce.9740004l@ac-reunion.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;;1;19974004400037;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1026;-21.27465640781026, 55.413199758097726;SANS OBJET;La Réunion;La Réunion;La Réunion;335373.7;7646627.6;EPSG:2975;;-21.27465640781026;55.413199758097726;Numéro de rue;1965-11-23;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;9741189Z;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740080U;Collège Bourbon;Collège;Public;189 rue Jean Chatel;;;97400;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 90 45 45;02 62 21 39 41;https://etab.ac-reunion.fr/clg-bourbon;ce.9740080u@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP+;1;19974080400018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1984;-20.885100424269222, 55.452245233221355;SANS OBJET;La Réunion;La Réunion;La Réunion;339006.2;7689793.2;EPSG:2975;;-20.885100424269222;55.452245233221355;Numéro de rue;1968-07-25;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740081V;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-bourbon
9740084Y;Collège Raymond Vergès;Collège;Public;7 avenue Raymond Vergès;;;97419;97408;La Possession;974;28;04;;;0;0;0;02 62 22 04 00;02 62 22 25 98;https://etab.ac-reunion.fr/clg-raymond-verges;ce.9740084y@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19974084600019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12957;-20.93452339232168, 55.33250399078052;SANS OBJET;La Réunion;La Réunion;La Réunion;326605.3;7684197.1;EPSG:2975;;-20.93452339232168;55.33250399078052;Numéro de rue;1968-10-11;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740084Y;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Oui;Mot-clé: web radio;https://etab.ac-reunion.fr/clg-raymond-verges
9740093H;Collège Jules Solesse;Collège;Public;3 rue Roland Garros;Bois de nèfles , BP 43;;97411;97415;Saint-Paul;974;28;04;;;0;0;0;02 62 44 00 34;02 62 44 36 08;https://etab.ac-reunion.fr/clg-jules-solesse;ce.9740093h@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;0;19974093700016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4981;-20.997222620047513, 55.28107881106315;SANS OBJET;La Réunion;La Réunion;La Réunion;321331.2;7677199.2;EPSG:2975;;-20.997222620047513;55.28107881106315;Numéro de rue;1971-05-19;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740093H;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Oui;Balise <audio>;https://etab.ac-reunion.fr/clg-jules-solesse/ppms-distinguer-les-sonneries-dalerte/
9740043D;Lycée général et technologique Sarda Garriga;Lycée;Public;755 rue de la Communauté;BP 513;;97440;97409;Saint-André;974;28;04;;;1;1;0;02 62 58 58 80;02 62 46 62 62;https://etab.ac-reunion.fr/lyc-sarda-garriga;ce.9740043d@ac-reunion.fr;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;;1;19974043200018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9445;-20.96501866432401, 55.65437500585491;SANS OBJET;La Réunion;La Réunion;La Réunion;360108.6;7681136.0;EPSG:2975;;-20.96501866432401;55.65437500585491;Numéro de rue;1990-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;9740703W;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Non;;
9740576H;Collège les Tamarins;Collège;Public;Rue François de Mahy;BP 366;;97454;97416;Saint-Pierre;974;28;04;;;0;0;0;02 62 25 03 61;02 62 25 26 03;https://etab.ac-reunion.fr/clg-tamarins;ce.9740576h@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP+;0;19974576100015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4946;-21.3377742060901, 55.476299171650176;SANS OBJET;La Réunion;La Réunion;La Réunion;341988.8;7639704.6;EPSG:2975;;-21.3377742060901;55.476299171650176;Rue;1972-01-21;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740576H;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740471U;Lycée général et technologique Jean-Claude Fruteau;Lycée;Public;76 rue Joseph Hubert;CS 41012;;97470;97410;Saint-Benoît;974;28;04;;;1;1;0;02 62 50 82 00;02 62 50 03 29;https://etab.ac-reunion.fr/lyc-amiral-bouvet;ce.9740471u@ac-reunion.fr;1;1;0;0;0;0;1;1;0;0;1;0;0;0;1;;1;19974471500012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11289;-21.0421710017335, 55.71893326885004;SANS OBJET;La Réunion;La Réunion;La Réunion;366889.4;7672650.8;EPSG:2975;;-21.0421710017335;55.71893326885004;Numéro de rue;1970-04-21;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;9740083X;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-amiral-bouvet/bienvenue-sur-le-projet-detak-baro/
9740018B;Collège Harry GRUCHET - La Chaloupe Saint-Leu;Collège;Public;202 rue Alexandre Bègue;BP 27;;97416;97413;Saint-Leu;974;28;04;;;0;0;0;02 62 54 87 87;02 62 54 80 05;https://etab.ac-reunion.fr/clg-harry-gruchet-la-chaloupe;ce.9740018b@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;REP;1;19974018400015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4588;-21.151498636266556, 55.320418159864595;SANS OBJET;La Réunion;La Réunion;La Réunion;325601.2;7660162.9;EPSG:2975;;-21.151498636266556;55.320418159864595;Numéro de rue;1965-11-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740035V;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-harry-gruchet-la-chaloupe/olympiades-des-sciences-de-lingenieur/
9740546A;Collège Marcel Goulette;Collège;Public;2 rue Julien Dupont;BP 10;;97424;97413;Saint-Leu;974;28;04;;;0;0;0;02 62 34 31 71;02 62 34 18 60;https://etab.ac-reunion.fr/clg-marcel-goulette;ce.9740546a@ac-reunion.fr;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;19974546400016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1023;-21.21737393373981, 55.306756983257756;SANS OBJET;La Réunion;La Réunion;La Réunion;324260.3;7652854.7;EPSG:2975;;-21.21737393373981;55.306756983257756;Numéro de rue;1971-05-03;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740546A;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/clg-marcel-goulette
9741098A;École d'apprentissage maritime;Lycée;Privé;1 rue de la Poste;BP 26;;97821;97407;Le Port;974;28;04;;;0;0;1;02 62 42 00 61;02 62 43 50 88;http://ecolemaritime.fr;eamr@wanadoo.fr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;39951939600010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11533;-20.933679099339308, 55.290900395664956;SANS OBJET;La Réunion;La Réunion;La Réunion;322277.2;7684245.0;EPSG:2975;;-20.933679099339308;55.290900395664956;Numéro de rue;1966-09-01;2025-12-07;OUVERT;MER;0;0;;320;LYCEE PROFESSIONNEL;99;;;;;;;;;Non;;
9740096L;Collège Alsace Corré;Collège;Public;14 rue des Écoles;BP 15;;97413;97424;Cilaos;974;28;04;;;0;0;0;02 62 31 70 75;02 62 31 82 48;https://etab.ac-reunion.fr/clg-alsace-corre;ce.9740096l@ac-reunion.fr;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;1;19974096000018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.793;-21.134242579661176, 55.47364462060809;SANS OBJET;La Réunion;La Réunion;La Réunion;341496.0;7662233.9;EPSG:2975;;-21.134242579661176;55.47364462060809;Numéro de rue;1969-01-27;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741189Z;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-alsace-corre/2024/12/03/orientation-post-3eme/
9741630D;Annexe Collège privé Saint-Charles;Collège;Privé;48 bis chemin Palma;Bois d'Olives;;97410;97416;Saint-Pierre;974;28;04;;;0;0;0;02 62 96 81 76;02 62 96 99 01;http://www.lasalle.stcharles.fr/;college@stcharles.fr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;31693391000010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10434;-21.337879433248855, 55.47744443736961;CONTRAT D'ASSOCIATION TOUTES CLASSES;La Réunion;La Réunion;La Réunion;342107.7;7639694.1;EPSG:2975;;-21.337879433248855;55.47744443736961;Numéro de rue;2017-08-17;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;9740027L;9740835P;ANNEXE GEOGRAPHIQUE;;;;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740469S;Collège privé Maison Blanche;Collège;Privé;730 rue Bernardin;Le Guillaume;;97423;97415;Saint-Paul;974;28;04;;;0;0;0;02 62 32 50 19;02 62 32 48 52;https://ensemblescolairemaisonblanche.fr/;maisonblanche.college@wanadoo.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;31755666000015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1011;-21.037355052513192, 55.287673902058856;CONTRAT D'ASSOCIATION TOUTES CLASSES;La Réunion;La Réunion;La Réunion;322064.5;7672763.5;EPSG:2975;;-21.037355052513192;55.287673902058856;Numéro de rue;1968-11-12;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;9740932V;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9740835P;Collège privé catholique La Salle Saint-Charles;Collège;Privé;2 rue Rodier;BP 394;;97458;97416;Saint-Pierre;974;28;04;;;0;0;0;02 62 96 99 00;02 62 96 99 01;http://lasalle.stcharles.fr/;college@stcharles.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;31693391000010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4824;-21.337879433248855, 55.47744443736961;CONTRAT D'ASSOCIATION TOUTES CLASSES;La Réunion;La Réunion;La Réunion;342107.7;7639694.1;EPSG:2975;;-21.337879433248855;55.47744443736961;Numéro de rue;1967-04-07;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;9740835P;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9741763Y;Collège Roquefeuil;Collège;Public;25 rue Bianca;;;97434;97415;Saint-Paul;974;28;04;;;0;0;0;02 62 81 79 20;;https://etab.ac-reunion.fr/clg-roquefeuil;ce.9741763Y@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;20009580000013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22285;-21.06426614500724, 55.229756400849865;SANS OBJET;La Réunion;La Réunion;La Réunion;316077.7;7669718.4;EPSG:2975;;-21.06426614500724;55.229756400849865;Rue;2021-08-13;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740932V;;;;;;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-roquefeuil/2025/11/07/journee-nationale-de-lutte-contre-le-harcelement-les-4e-lce-sengagent-%f0%9f%8e%b6/
9740036W;Collège Terrain Fleury;Collège;Public;71 rue Edgard;Terrain Fleury;;97839;97422;Le Tampon;974;28;04;;;0;0;0;02 62 27 24 29;02 62 91 95 70;https://etab.ac-reunion.fr/clg-terrain-fleury;ce.9740036w@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;0;19974036600018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11444;-21.286095572306166, 55.52599094320075;SANS OBJET;La Réunion;La Réunion;La Réunion;347089.3;7645474.7;EPSG:2975;;-21.286095572306166;55.52599094320075;Rue;1971-05-19;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741581A;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9741046U;Lycée général et technologique Marguerite Jauzelon;Lycée;Public;51 avenue Gaston Monnerville;BP 765;;97475;97411;Saint-Denis;974;28;04;;;1;1;0;02 62 90 73 00;02 62 90 73 39;https://etab.ac-reunion.fr/lyc-bellepierre;ce.9741046u@ac-reunion.fr;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;;1;19974146300012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12955;-20.89509326333512, 55.44977711179685;SANS OBJET;La Réunion;La Réunion;La Réunion;338760.1;7688684.5;EPSG:2975;;-20.89509326333512;55.44977711179685;Numéro de rue;1992-08-27;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;9740595D;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9741188Y;Collège Bois de Nèfles;Collège;Public;Chemin des Franciscéas;BP 252;;97493;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 97 96 10;02 62 29 03 41;https://etab.ac-reunion.fr/clg-bois-de-nefles;ce.9741188y@ac-reunion.fr;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;;0;19974953200024;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1007;-20.910311930384747, 55.478443395587874;SANS OBJET;La Réunion;La Réunion;La Réunion;341758.2;7687028.3;EPSG:2975;;-20.910311930384747;55.478443395587874;Numéro de rue;1997-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741188Y;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/clg-bois-de-nefles
9740094J;Collège Hippolyte Foucque;Collège;Public;1 avenue Pierre Mendès France;BP 8;;97441;97420;Sainte-Suzanne;974;28;04;;;0;0;0;02 62 52 30 27;02 62 52 23 22;https://etab.ac-reunion.fr/clg-hippolyte-foucque;ce.9740094j@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP;1;19974094500019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13997;-20.902041563275315, 55.59914376045121;SANS OBJET;La Réunion;La Réunion;La Réunion;354305.0;7688058.1;EPSG:2975;;-20.902041563275315;55.59914376045121;Numéro de rue;1971-05-19;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741270M;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/clg-hippolyte-foucque
9740811N;Collège Terre Sainte;Collège;Public;2 rue Thérésien Cadet;;;97410;97416;Saint-Pierre;974;28;04;;;0;0;0;02 62 96 95 00;02 62 96 95 02;https://etab.ac-reunion.fr/clg-terresainte;ce.9740811n@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;1;19974811200018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8674;-21.346637433006148, 55.48971590341287;SANS OBJET;La Réunion;La Réunion;La Réunion;343389.8;7638736.8;EPSG:2975;;-21.346637433006148;55.48971590341287;Numéro de rue;1980-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740811N;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
